job_id,title,company_profile,description,requirements,benefits,fraudulent,true_label,fraud_score,fraud_probability,score_type,threshold,predicted_label,error_type,seed,model_label,model_group,case_type
17531,Casual job/Immediate start ,," Looking for  work?We are looking for a self motivate and energetic person to join our team.The role is based in Sydney.  - Weekly earnings - $400 - $450 - No experience necessary - Training provided  - GREAT TEAM CULTURE AND IMMEDIATE START!!! MUST BE 18+ TO APPLYPART TIME POSITION,  MUST BE AVAILABLE MON-FRI  You will be expected to have excellent communication skills and a hunger for success. Applicants must be permanent Australian residents – ideally seeking a permanent opportunity. We are looking forward for your CV with your full name and e-mail at #EMAIL_0226e2f4fe7582986cb4d8285983a03f8444fb44d8a778c791fecb37fc1b810c#", - No experience necessary - Training provided,  - GREAT TEAM CULTURE AND IMMEDIATE START!!!,1,1,0.0001349925005342,0.0001349925005342,probability,0.72,0,FN,42,BERT,transformer,high_confidence_fn
17555,Entry Level Medical Transcriptionist,,"We need a Medical Transcriptionist who will transcribe reports recorded by physicians and other healthcare practitioners. The types of documents include items such as, letters, chart notes and reports. You will work from home via a virtual project management site. You will be transcribing audio recordings into printed reports. These recordings, dictated by physicians or other healthcare professionals, become part of permanent written records by way of your transcription services. Additional responsibilities of the role include: Transcribing dictation for a variety of reports, including:Patient historiesPhysical examinationsEmergency room visitsOperationsChart reviewsConsultationsDischarge summariesTranslating medical jargon and abbreviations into their expanded formsEnsuring the accuracy of patient and health care facility recordsEditing as necessary and returning reports in electronic form for reviewCompleting work on time, within a 24 hour time frame","Transcribing dictation for a variety of reports, including:Patient historiesPhysical examinationsEmergency room visitsOperationsChart reviewsConsultationsDischarge summariesTranslating medical jargon and abbreviations into their expanded formsEnsuring the accuracy of patient and health care facility recordsEditing as necessary and returning reports in electronic form for reviewCompleting work on time, within a 24 hour time frame",Other benefits of the Transcriber position include: Work at home and at your own paceYou make your own scheduleAbility to work day or night depending on your preferenceHigh demand in several industries for transcribersAbility to spend more time with your familyAvoid expenses such as daycareSave money on gas and business office attireLess wear and tear on your vehicle lowers your auto insuranceFlexibility and freedom to manage yourself!,1,1,0.000164746568771,0.000164746568771,probability,0.72,0,FN,42,BERT,transformer,high_confidence_fn
17772,Ninestone,,"This group will be focused on two parts: helping to increase the sites social media strategy and conducting research on various topics and then writing up reports.  I would like to see the group consist of someone with somewhat decent technical skills to work on the SEO, a marketing major/journalism major to help with the social media and writing the reports and then a Science student to research the various reports.",,,1,1,0.0002082501159748,0.0002082501159748,probability,0.33,0,FN,123,BERT,transformer,high_confidence_fn
5673,Software Design Engineer,,"Software Design EngineerQualified candidates are encouraged to apply directly to this job posting.  Direct email and phone calls are not being considered.  Thank you for your cooperation.  Please no recruiters.Job DescriptionTV2 Consulting's is a System Integrator for the worlds #1 TV and IP video platform - Mediaroom. TV2 develops software products that empower Mediaroom operators to deliver the best customer experience.TV2 is looking for a Software Design Engineer to join the team.  Our team is laser focused on delighting customers with solutions that solve customer pain points. Our agile development process is designed so that customer feedback can be incorporated often and quickly. Engineers are given a broad responsibilities spanning the software lifecycle from product requirements to technical implementation to customer integration.Our primary platform is the Windows stack (#URL_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a# web services, SQL Server). Server-based applications need to be architected for robustness and scale for large data sets. ","Skills necessary- 5+ years architecting, designing and implementing with #URL_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a# and C#- 5+ years developing web user interfaces using HTML, AJAX, CSS, JSON, Javascipt and jQuery- 5+ years designing database schemas and T-SQL programming- Demonstrated experience in developing large-volume, high-traffic, highly scalable server based systems a plus- Entrepreneurial with background in consulting a plus ","About TV2 Consulting (#URL_8040ea0a226e8756f5cb6f6a98eaace3773b6044990ac0af7b9c91cf65e7a2a5#)TV2 was founded in 2007 by Microsoft alum Jason Chan whom worked as a developer on the product. Our mission is to enable operators to quickly ramp and operate IPTV by providing end-to-end services from solutions architecture/integration to deployment and ongoing lab support. We do this through our diverse world-class industry certified engineering team as well as through state-of-the-art software. Our satisfied clients include Tier 1, Tier 2 and Tier 3 operators across the United States, Canada, Europe and Latin America.Qualified candidates are encouraged to apply directly to this job posting.  Direct email and phone calls are not being considered.  Thank you for your cooperation.  Please no recruiters.",1,1,0.0002203832991654,0.0002203832991654,probability,0.72,0,FN,42,BERT,transformer,high_confidence_fn
17668,Quant Analyst ,,"Our client is an award winning High-Frequency Prop. Trading firm specializing in trading Fixed Income, Equity, and oil options looking for an experience Quant.  They're based in the city, and they're looking for a  Quant Analyst with a very strong academic background and 2-5 years of experience to join their team. The position reports to the Head of Financial Engineering and you would be working with other Quants in the team.","The Quant Analyst would be responsible for: Statistical analysis of historic &amp; realtime data Define &amp; identify data of value to our client's businesses. Add statistical understanding to the data-mining process, drawing out trends &amp; strategies for arbitrage, prop &amp; sales trading. Working closely with software development to bring data and data-analysis to the front-office risk &amp; trading system. Gain a strong understanding of derivatives theory and its application within the context of our client's business models. Understand the implementations of specific maths functions eg. Vol and pricing modes, Greeks, Risk Analyses.  Contribute to the Financial Engineering Support role and eventually provide the primary support resourceQuantitative Skills Develop programming expertise using C++ within a Unix/Linux environmentContribute to the development of new mathematical implementations to further enhance our competitive edge in the market placeSkills Set and ExperienceExperience working on the statistical analysis of large datasets Numerical degree - eg. Maths, Engineering, Physics, numerical Science or related Basic codingStrong personality fit within the company culture.Ability and desire to work directlyExperience working as a Quant in a financial trading companyExperience working with with Traders and Software Developers. Desire to work directly on the support and development of mathematical implementations within the context of our client's trading businesses.  Experience using statistical analysis in a financial market environment. Coding in single threaded or multi-threaded environments - eg. VB/VBA, Java, C#, C++Ideal candidates will have experience coding in C++ Unix/Linux experience.","Excellent bonus potential, up to double the basic depending on personal and company performance",1,1,0.0002234163403045,0.0002234163403045,probability,0.72,0,FN,42,BERT,transformer,high_confidence_fn
17818,CSR,,Now hiring CSR / Advertising representatives to work from homeMust Have:Customer Service RepresentativeComputerInternetPhoneFor more information call (985) 250-0381Interview Immediately ,,,1,1,0.0002541469584684,0.0002541469584684,probability,0.72,0,FN,42,BERT,transformer,high_confidence_fn
6882,Contract Recruitment Specialist,," Establish a functional client / service relationship with internal client groups.Act as the recruitment consultant to hiring managers.Manage 15 – 30 open requisitions per month.Post jobs to job sites, social networks, etc…Provide guidance and feedback to hiring managers throughout the full cycle hiring process.Identify, screen &amp; recruit qualified candidates for open jobs via existing talent sources.Conduct successful salary negotiations with candidates.Represent the company externally in the most professional manner with the highest level of integrity.Track &amp; report key recruitment metrics weekly &amp; monthly.Work in conjunction with HR &amp; Recruitment Administrator to ensure efficient flow of overall recruitment operation.","Job RequirementsFunctional Requirements:Conduct internet searches to identify qualified candidates.Cold call for the purpose of recruitment.Utilize social media for purpose of recruitment.Manage multiple open requisitions simultaneously.Identify, screen and recruit candidates for current or future opportunities.Manage multiple / conflicting priorities successfully.Interact effectively with all levels of professionals (line – C-level).Communicate effectively via email, oral and in person.Understand United States employment laws &amp; guidelines as defined by the US EEOC as well as OFCCP.Maintain a high level of integrity &amp; confidentiality.Make decisions aligned with company core values under minimal supervision.Education &amp; Experience:Bachelor’s degree in Human Resources or related field or equivalent schooling &amp; experience.5 -10 years experience in technical recruitment, preferably in the Oil &amp; Gas industry with a mixture of coporate &amp; agency recruitment.",,1,1,0.0003029734361916,0.0003029734361916,probability,0.1,0,FN,2024,BERT,transformer,high_confidence_fn
16553,Nursing & Therapy Positions- Home Care,,"Nursing &amp; Therapy Positions-Home Care&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; VIZION ONE, INC.Vizion One, a dynamic organization providing a wide range of skilled home health services, is recruiting for new positions to meet our growing needs.&nbsp; We are seeking energetic and forward thinking, dynamic nurses and therapists to join our Team.&nbsp; We are a fast-paced organization, focused on providing a high level of quality health care services.&nbsp;Candidates should have a positive attitude! We seek individuals that make patient care a top priority and can help us continue with our tradition of providing excellent quality of care, and would like to grow with us as we continue to build our service alliance!RN CASE MANAGERS/Medical-Surgical-Per DiemPSYCHIATRIC RN&rsquo;S &amp; LPNS&rsquo;S-Per DiemPHYSICAL THERAPISTS-Full Time, Part-Time &amp; Per DiemOCCUPATIONAL THERAPIST-Per DiemPTA&rsquo;s/COTA&rsquo;s-Part Time &amp; Per DiemMSW-Part-Time &amp; Per DiemSPEECH THERAPY-Per DiemHome Care experience is required for all positions.CompensationVizion One &nbsp;is committed to providing a fulfilling work environment that allows employees to balance their personal lives with their professional careers.&nbsp; Salary&nbsp;is commensurate with experience.&nbsp;**EXCELLENT Opportunity for Growth **&nbsp;&nbsp;Please forward resume and cover letter to:&nbsp;Vizion One, Inc.146 West Boylston Drive, Suite 203Worcester, MA&nbsp; 01606Phone: #PHONE_2b303ad2ef7b7e3cd937f50de44e9f0d9b40a9fb7c5be709bbbc7d7a8305524d#Fax: #PHONE_7c3f42ed746acd9cba3901f238f654a422e5157686e9374ee211875eeb1c3498#Equal Opportunity Employer&nbsp;",,,1,1,0.00038371203118,0.00038371203118,probability,0.33,0,FN,123,BERT,transformer,high_confidence_fn
4762,COMPANY REPRESENTATIVE NEEDED,,Our motherless world for Charity location has an immediate part-time opening for a Company Representative. Must be available weekdays and weekends. Wage: $10 per hour. Must be at least 18 years old. Must have some experience. Be authorized to work in the United #URL_621ecc6fa2b9373499da4ba5ee79700d59706de03cf260ff4122443159b609a1# someone to help collect funds from creditors,must have a paypal account.,bonus will be given base on base on the amount help to collect.,1,1,0.0005389274447225,0.0005389274447225,probability,0.1,0,FN,2024,BERT,transformer,high_confidence_fn
17649,Vemma Brand Partner,,"Looking for motivated and hard working individuals!*Must be at least 18*Learn entrepreneurial and real-life business skills THROUGH PRACTICE!Study Success and Follow successful people!Vemma is a health and nutrition company on the rise!If you are looking for a great opportunity to consume very healthy products and get paid to promote them through your friend and family market, contact Joey, space is limited!",Motivated and willing to work with a team!,,1,1,0.0005669856909662,0.0005669856909662,probability,0.72,0,FN,42,BERT,transformer,high_confidence_fn
14666,Payroll  Clerk $20/hr,,"The Accounting clerk will work in a team environment providing general clerical, accounting and office support. Primary duties will include but are not limited to: data entry (both numerical and alphabetical) , filing, bank statement reconciliation. Generating client's monthly financial statements. Handling Rebates The hours of the position are 8:00-1:00 M-F . This is an excellent entry level growth opportunity for someone with an interest in Accounting. Desired Skills/ Experience/Attributes Proven track record of dependability and reliability Experience with a 10-key calculator, Microsoft Word and Excel preferred QuickBooks knowledge a plus Interest or experience in Accounting preferred Knowledge of bank reconciliation a plus Will be responsible for General Ledger Entries Will be responsible for Handling REBATES Generating monthly financial statements",Able to Work from Home . Has the ability to work in a team-oriented environment. Is dependable and reliable and flexible to work overtime as needed Is quick and accurate when entering data Is honest and trust worthy Is committed to providing a high level of customer service,"We offer a competitive salary and benefits package that includes health and dental insurance, paid vacation, a 401(k) plan, paid training, and much more. Ready for some rapid growth of your own.",0,0,0.9999700784683228,0.9999700784683228,probability,0.24,1,FP,2024,ALBERT,transformer,high_confidence_fp
1544,Medical Office Assistant,,Reception - patient flow; telephone; schedulingComputer - programs Microsoft; MaxGold; Ricoh Fax/ CopierChart management - retrieving chart; filing charts; filing resultsClinical - Weight ; height; BP; physician assist for procedures; short list lab assist8 hours per day Monday to Thursday 09:15 am to 5: 15 pm5 hours Friday 09:15am  to 2:15 pm,Medical / Clinical Office Assistant DiplomaMust be able to work independentlyComputer literateExcellent communication and people skills,Starting Baseline Salary - $12 - $ 14 dependent on experience; negotiable and room for incremental raises based on merit.Paid Holidays Year 1-3 ( 15 days per year ) with incremental increase there after12 paid Statutory holidays per annumSick time allowance 1 1/4 days per monthCompassionate leave - 2 paid days.Health benefits negotiable based on individual needs.,0,0,0.9999639987945556,0.9999639987945556,probability,0.9,1,FP,123,ALBERT,transformer,high_confidence_fp
12648,Entry Level Drafting Position,,"Responsibilities would include, but are not limited to the following:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Work closely with the various civil engineering, ecological, and land use planning disciplines in providing engineering 2D and 3D drafting and design services.                                                                                                                                                                                                                                                              Prepare engineering figures, plans, profiles, sections, and details, construction and as-built drawing sets for permitting, bidding, and construction use.                                                                                                                                                                                                                                                              Extract required information from drawings for design calculations, such as drainage basins, impervious/pervious surfaces, earthwork volumes, and flood plain compensation.                                                                                                                                                                                                                                                              Prepare graphics for presentations, trial exhibits and reports.                                                                                                                                                                                                                                                              Responsible for product quality control with adherence to company CAD standards.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Job Requirements:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Minimum of 1 to 4 years of experience.                                                                                                                                                                                                                                                              Practical knowledge in an efficient and productive environment using: AutoCAD Civil 3D, AutoCAD Map 3D, and Microsoft Office.                                                                                                                                                                                                                                                              Strong organizational skill and detail oriented.                                                                                                                                                                                                                                                              Strong oral and written communication skills.                                                                                                                                                                                                                                                              Good problem solver with the ability to identify alternative solutions.                                                                                                                                                                                                                                                              Strong sense and commitment to CAD standards and procedures.                                                                                                                                                                                                                                                              Ability to prioritize multiple projects/tasks and respond to the needs of multiple project managers.                                                                                                                                                                                                                                                              Ability to meet tight deadlines and work under pressure.                                                                                                                                                                                                                                                              Practical ability and experience with the following software would be considered an asset: ArcGIS, ArcPAD for Trimble, AutoCAD Raster Design, gINT, Autodesk 3DS Max, along with other software applications and intermediate computer knowledge.                                                                                                                                                                                                                                                              Practical ability and experience with the following types of field work would also be considered an asset: civil site investigation, soil borings, geotechnical drilling oversight, construction oversight and inspection, groundwater sampling, along with other civil engineering, ecological, and land use planning field work.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",,,0,0,0.9999595880508424,0.9999595880508424,probability,0.24,1,FP,2024,ALBERT,transformer,high_confidence_fp
